Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year interviewed,Notes,Formatted_Informant,Target: attic,Target comments
NH167,LANE,Male,88,White,At least some high school,Farmer,Belmont,Belknap,NH,43.4428,-71.4825,"Lowman, Guy",1931-33,,NH167,"garret, attic",garret -- older; attic -- now.
NH170,LANE,Male,67,White,At least some college or beyond,Professional or technical job,Antrim (Antrim),Hillsborough,NH,43.0308,-71.9389,"Lowman, Guy",1931-33,,NH170,"attic, garret",
NH171,LANE,Male,66,White,Between 1 and 8 years,Farmer,Antrim (North Branch),Hillsborough,NH,43.0308,-71.9389,"Lowman, Guy",1931-33,,NH171,"attic, garret",
NH172,LANE,Female,70,White,Between 1 and 8 years,Keeping house,Francestown,Hillsborough,NH,42.9875,-71.8125,"Lowman, Guy",1931-33,,NH172,"attic, garret",garret -- older
NH173,LANE,Male,79,White,At least some college or beyond,Farmer,Deerfield (South Deerfield),Rockingham,NH,43.1461,-71.2164,"Lowman, Guy",1931-33,,NH173,"attic, garret",garret -- older
NH174,LANE,Female,75,White,At least some high school,Farmer's wife,Kingston,Rockingham,NH,42.9364,-71.0533,"Lowman, Guy",1931-33,,NH174,"garret, attic",both
NH175,LANE,Male,68,White,At least some college or beyond,Farmer,Londonderry (Londonderry Center),Rockingham,NH,42.865,-71.3739,"Lowman, Guy",1931-33,,NH175,"attic, loft, garret","loft -- older (unfinished); garret -- older, older heard"
NH176,LANE,Female,77,White,At least some high school,Keeping house,Keene,Cheshire,NH,42.9336,-72.2781,"Chapallaz, Marguerite",1931-33,,NH176,"garret, attic",garret -- older
NH177,LANE,Male,80,White,At least some college or beyond,Professional or technical job,Marlow,Cheshire,NH,43.1158,-72.1969,"Chapallaz, Marguerite",1931-33,,NH177,"garret, attic",garret -- older
NH178,LANE,Female,61,White,At least some high school,Farmer's wife,Candia,Rockingham,NH,43.0778,-71.2767,"Chapallaz, Marguerite",1931-33,,NH178,"attic, garret",garret -- sug.
NH179,LANE,Female,56,White,At least some high school,Keeping house,Charlestown,Sullivan,NH,43.2344,-72.4244,"Chapallaz, Marguerite",1931-33,,NH179,"attic, garret",garret -- older
NH180,LANE,Female,85,White,At least some high school,Other (see notes),Amherst,Hillsborough,NH,42.8614,-71.6253,"Chapallaz, Marguerite",1931-33,Single woman,NH180,"garret, attic",garret -- older
NH181,LANE,Female,74,White,At least some college or beyond,Keeping house,Keene,Cheshire,NH,42.9336,-72.2781,"Chapallaz, Marguerite",1931-33,,NH181,"attic, garret",garret -- older
NH219,LANE,Male,81,White,At least some high school,Farmer,Conway,Carroll,NH,44.0531,-71.1281,"Lowman, Guy",1931-33,,NH219,"attic, garret",
NH220,LANE,Male,81,White,At least some high school,Clerical or sales position,Conway,Carroll,NH,44.0531,-71.1281,"Lowman, Guy",1931-33,,NH220,"attic, garret",garret -- older sug.; rare now
NH223,LANE,Male,77,White,At least some college or beyond,Farmer,Shelburne,Coos,NH,44.4011,-71.0747,"Lowman, Guy",1931-33,,NH223,"attic, chamber, garret",garret -- sug. older.
NH224,LANE,Male,80,White,At least some high school,Farmer,Shelburne,Coos,NH,44.4011,-71.0747,"Lowman, Guy",1931-33,,NH224,"attic, garret",
NH334,LANE,Female,71,White,At least some high school,Clerical or sales position,Lancaster,Coos,NH,44.4889,-71.5692,"Lowman, Guy",1931-33,,NH334,"attic, garret",attic -- mod; garret -- soh. nat.
NH335,LANE,Male,75,White,At least some college or beyond,Clerical or sales position,Haverhill,Grafton,NH,44.0342,-72.0639,"Lowman, Guy",1931-33,,NH335,"attic, garret",garret -- often s.
NH336,LANE,Male,83,White,Between 1 and 8 years,Farmer,Haverhill,Grafton,NH,44.0342,-72.0639,"Lowman, Guy",1931-33,,NH336,"attic, garret",garret -- s.
NH352,LANE,Male,80,White,At least some high school,Farmer,Lancaster,Coos,NH,44.4889,-71.5692,"Lowman, Guy",1931-33,,NH352,attic,
NH353,LANE,Male,73,White,At least some high school,Farmer,Columbia (East Columbia),Coos,NH,44.8777,-71.5141,"Lowman, Guy",1931-33,,NH353,attic,
NH354,LANE,Male,56,White,At least some high school,Operative,Plymouth,Grafton,NH,43.7575,-71.6886,"Lowman, Guy",1931-33,,NH354,attic,
NH355,LANE,Female,52,White,Between 1 and 8 years,Keeping house,Plymouth,Grafton,NH,43.7575,-71.6886,"Lowman, Guy",1931-33,,NH355,attic,
NH356,LANE,Male,77,White,At least some high school,Farmer,Canaan,Grafton,NH,43.6467,-72.0103,"Lowman, Guy",1931-33,,NH356,"attic, garret",garret -- s.h.
NH357,LANE,Male,75,White,At least some college or beyond,Farmer,Canaan,Grafton,NH,43.6467,-72.0103,"Lowman, Guy",1931-33,,NH357,"attic, garret",garret -- soh
NH374,LANE,Male,Unknown,White,Unknown,Farmer,Hanover,Grafton,NH,43.7022,-72.2894,"Hultzen, Lee S.",1931-33,Cannot distinguish from Inf. 375; incomplete record,NH374,attic,
NH375,LANE,Male,Unknown,White,Unknown,Farmer,Hanover,Grafton,NH,43.7022,-72.2894,"Hultzen, Lee S.",1931-33,Cannot distinguish from Inf. 374; incomplete record,NH375,NR,
NH376,LANE,Male,Unknown,White,Unknown,Farmer,Orfordville,Grafton,NH,43.905,-72.1375,"Hultzen, Lee S.",1931-33,Incomplete record,NH376,attic,up in the attic
NY412,LANE,Male,63,White,Between 1 and 8 years,Farmer,East Hampton,Suffolk,NY,40.9569,-72.1989,"Lowman, Guy",1931-33,Long Island,NY412,garret,
NY413,LANE,Male,85,White,At least some high school,Farmer,Southampton (Sagaponack),Suffolk,NY,40.9419,-72.2811,"Lowman, Guy",1931-33,Long Island,NY413,"attic, garret",garret o.
NY414,LANE,Female,80,White,Between 1 and 8 years,Keeping house,Southampton (Bridghampton),Suffolk,NY,40.9331,-72.3081,"Lowman, Guy",1931-33,Long Island,NY414,"garret, attic",up garret; attic -- modern only
NY415,LANE,Male,53,White,At least some high school,Farmer,Southold (Orient),Suffolk,NY,41.1453,-72.2886,"Lowman, Guy",1931-33,Long Island,NY415,"attic, garret",garret older.
OH1A,LANCS,Male,88,White,At least some high school,Operative,Ashtabula,Eagleville,OH,41.7387,-80.7698,"Lowman, Guy",1940,"also, 245 O ASH; cheesemaker, buttermaker, painter; LONG worksheets",OH001A,garret,
OH1B,LANCS,Male,57,White,At least some high school,Farmer,Ashtabula,Geneva,OH,41.7387,-80.7698,"Lowman, Guy",1940,"also, 246 O ASH; LONG worksheets",OH001B,attic,
OH1C,LANCS,Female,53,White,At least some college or beyond,Keeping house,Ashtabula,Jefferson,OH,41.7387,-80.7698,"Lowman, Guy",1940,"also, 246B O ASH; LONG worksheets",OH001C,attic,
OH2A,LANCS,Female,68,White,At least some high school,Keeping house,Trumbull,Wildare,OH,41.3487,-80.8112,"Lowman, Guy",1940,"also, 247 O TRU; LONG worksheets",OH002A,attic,
OH2B,LANCS,Male,46,White,At least some high school,Farmer,Trumbull,Champion Heights or Warren,OH,41.2887,-80.8405,"Lowman, Guy",1940,"also 248 O TRUM; also, Dairy farmer; LONG worksheets",OH002B,attic,
OH3A,LANCS,Male,74,White,At least some high school,Farmer,Mahoning,Beloit,OH,40.9231,-80.9937,"Lowman, Guy",1940,"also, 249 O MAH; also, carpenter; LONG worksheets",OH003A,attic,
OH3B,LANCS,Male,52,White,At least some high school,Farmer,Mahoning,Ellsworth,OH,41.0242,-80.8573,"Lowman, Guy",1940,"also, 250 O MAH; LONG worksheets",OH003B,attic,
OH4A,LANCS,Male,73,White,At least some high school,Farmer,Columbiana,Scotch Settlement,OH,40.6407,-80.6398,"Lowman, Guy",1940,"also, 251 O COL; grid coords of scotch settlement cemetery, default of google for scotch settlement; LONG worksheets",OH004A,attic,
OH4B,LANCS,Male,35,White,At least some high school,Farmer,Columbiana,Lisbon,OH,40.772,-80.7681,"Lowman, Guy",1940,"also, 252 O COL; LONG worksheets",OH004B,attic,
OH5A,LANCS,Male,73,White,At least some high school,Farmer,Jefferson,Richmond,OH,40.4334,-80.7717,"Lowman, Guy",1940,"also, carpenter",OH005A,"attic, loft",some uses it yet.' (He used the term about the springhouse.)
OH5B,LANCS,Male,84,White,At least some high school,Farmer,Jefferson,Richmond,OH,40.4334,-80.7717,"Cassidy, Frederic",1939,"also, 253 O JEF, 5A; LONG worksheets",OH005B,attic,
OH5C,LANCS,Male,57,White,At least some college or beyond,Farmer,Jefferson,Red Ridge,OH,40.4431,-80.894,"Lowman, Guy",1940,"also, 254 O JEF; LONG worksheets",OH005C,"attic, garret",garret -- s. o.f.
OH6A,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,Belmont,St. Clairsville,OH,40.0803,-80.9018,"Lowman, Guy",1940,"also, 263 O BEL; LONG worksheets",OH006A,attic,
OH6B,LANCS,Male,52,White,At least some high school,Farmer,Belmont,St. Clairsville,OH,40.0803,-80.9018,"Lowman, Guy",1940,"also, 264 O BEL; LONG worksheets",OH006B,attic,
OH7A,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,Monroe,Straight Fork,OH,39.602,-81.1357,"Lowman, Guy",1940,"also, 265 O MON; LONG worksheets",OH007A,attic,
OH7B,LANCS,Male,53,White,Between 1 and 8 yrs.,Farmer,Monroe,Graysville,OH,39.6656,-81.1737,"Lowman, Guy",1940,"also, 266 O MON; LONG worksheets",OH007B,attic,
OH8A,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,Washington,Marietta,OH,39.4154,-81.4548,"Lowman, Guy",1940,"also, 267 O WAS; LONG worksheets",OH008A,attic,
OH8B,LANCS,Male,79,White,Between 1 and 8 yrs.,Farmer,Washington,Marietta,OH,39.4154,-81.4548,"Cassidy, Frederic",1939,"also, 267B",OH008B,"attic, garret",garret -- not used
OH8C,LANCS,Male,52,White,At least some high school,Farmer,Washington,Barlow,OH,39.3987,-81.6649,"Lowman, Guy",1940,"also, 268 O WAS; LONG worksheets",OH008C,attic,
OH8D,LANCS,Male,59,White,At least some high school,"Manager, official, or proprietor",Washington,Marietta,OH,39.4154,-81.4548,"Richmond, Edson",1940,"also, 268B; merchant, also farmer",OH008D,"attic, garret",
OH8E,LANCS,Female,70,White,At least some college or beyond,Keeping house,Washington,Marietta,OH,39.4154,-81.4548,"Lowman, Guy",1940,"also, 270 O WAS; Spinster; LONG worksheets",OH008E,attic,
OH9A,LANCS,Male,80,White,At least some high school,Farmer,Athens,Brooks,OH,39.3558,-82.2504,"Lowman, Guy",1940,"also, 273 O ATH; LONG worksheets",OH009A,garret,
OH9B,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer,Athens,Shade,OH,39.2259,-82.0385,"Richmond, Edson",1940,"also, 273B",OH009B,garret,
OH9C,LANCS,Female,43,White,At least some high school,Keeping house,Athens,Whitehall,OH,39.33,-82.05,"Lowman, Guy OR Richmond, Edson",1940,"also, 274 O ATH, 9D?",OH009C,attic,
OH9D,LANCS,Male,64,White,At least some high school,Farmer,Athens,Athens,OH,39.3292,-82.1013,"Richmond, Edson",1940,"also, 274B; lost farm about a year prior, now Salvation Army",OH009D,attic,
OH10A,LANCS,Male,68,White,At least some high school,Farmer,Meigs,Pomeroy,OH,39.0276,-82.0338,"Lowman, Guy",1940,"also, 275 O MEI; LONG worksheets",OH010A,attic,
OH10B,LANCS,Male,44,White,At least some high school,Farmer,Meigs,Pomeroy,OH,39.0276,-82.0338,"Lowman, Guy",1940,"also, 276 O MEI; LONG worksheets",OH010B,attic,
OH11A,LANCS,Male,65+,White,No formal schooling,Farmer,Gallia,Thivener,OH,38.7362,-82.2451,"Lowman, Guy",1940,"also, 277 O GAL; also, township trustee; LONG worksheets",OH011A,"plunder room, attic, loft",
OH11B,LANCS,Male,39,White,At least some high school,Farmer,Gallia,Bidwell,OH,39.9187,-82.299,"Lowman, Guy",1940,"also, 278 O GAL; LONG worksheets",OH011B,attic,
OH12A,LANCS,Male,71,White,At least some high school,Farmer,Lawrence,Windsor,OH,38.5537,-82.4103,"Lowman, Guy",1940,"also, 279 O LAW; LONG worksheets",OH012A,attic,
OH12B,LANCS,Male,51,White,At least some high school,Farmer,Lawrence,Arabia,OH,38.6581,-82.4735,"Lowman, Guy",1940,"also, 280 O LAW; livestock dealer, county commissioner; LONG worksheets",OH012B,attic,
OH12C,LANCS,Male,35,White,Unknown,Farmer,Lawrence,Rome,OH,38.299,-82.2011,"Lowman, Guy",1940,Incomplete record; LONG worksheets,OH012C,attic,
OH12D,LANCS,Female,50,White,Unknown,Keeping house,Lawrence,Platform,OH,38.558,-82.214,"Lowman, Guy",1940,Incomplete record; LONG worksheets,OH012D,attic,
OH13A,LANCS,Male,95,White,Between 1 and 8 yrs.,Farmer,Defiance,Mark,OH,41.2961,-84.627,"McDavid, Raven",1949,"also, 201.1; also, logger",OH013A,attic,
OH13B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Defiance,Defiance,OH,41.2845,-84.3558,"McDavid, Raven",1949,"also, 201.2",OH013B,an attic,
OH14A,LANCS,Male,84,White,Between 1 and 8 yrs.,Merchant,Wood,Perrysburg,OH,41.557,-83.6272,"McDavid, Raven",1949,"also, 202.1",OH014A,"loft, attic",occ -- not finished
OH14B,LANCS,Male,85,White,Between 1 and 8 yrs.,Merchant,Wood,Perrysburg,OH,41.557,-83.6272,"McDavid, Raven",1949,"also, 202.2",OH014B,"store room, storage room, upstairs",
OH15A,LANCS,Male,71,White,At least some high school,Craftsman or foreman,Erie,Huron,OH,41.395,-82.5552,"Davis, Alva L.",1950,"also, 203.1; electrician, also farmer",OH015A,garret,
OH15B,LANCS,Male,50,White,At least some high school,Craftsman or foreman,Erie,Huron,OH,41.395,-82.5552,"Davis, Alva L.",1950,"also, 203.2; painter",OH015B,attic,
OH16A,LANCS,Male,76,White,Between 1 and 8 yrs.,Craftsman or foreman,Cuyahoga,Pepper Pike,OH,41.4784,-81.4673,"McDavid, Raven",1949,"also, 204.1; bricklayer, also plumber, contractor, dairy farmer",OH016A,the attics,odds & ends
OH16B,LANCS,Female,62,White,At least some college or beyond,Clerical and sales,Cuyahoga,Pepper Pike,OH,41.4784,-81.4673,"McDavid, Raven",1949,"also, 204.2; librarian",OH016B,the attic,wash
OH16C,LANCS,Male,66,White,At least some college or beyond,Teacher,Cuyahoga,Pepper Pike,OH,41.4784,-81.4673,"Davis, Alva L.",1950,"also, 204.3; professor",OH016C,"attic, garret",attic -- wife says; garret -- more familiar
OH17A,LANCS,Male,86,White,At least some high school,Farmer,Medina ,Medina,OH,41.1432,-81.8552,"Reynard, Cassil",1933,LONG worksheets,OH017A,attic,attic = third floor
OH17B,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,Medina ,Medina,OH,41.1432,-81.8552,"Richmond, Edson",1940,"also, 209.11; aux. inf. Wife, aux. inf. Son; incomplete record",OH017B,"attic, garret",garret -- an unlighted loft
OH17C,LANCS,Female,64,White,At least some high school,Operative,Medina ,Medina,OH,41.1432,-81.8552,"Davis, Alva L.",1951,"also, 209.2; printer",OH017C,"attic, garret",garret -- most common
OH17D,LANCS,Male,39,White,At least some college or beyond,"Manager, official, or proprietor",Medina ,Wadsworth,OH,41.0256,-81.7299,"Richmond, Edson",1940,"also, 209.3; hardware merchant",OH017D,"attic, garret",garret -- h. not often
OH18A,LANCS,Male,82,White,At least some college or beyond,Farmer,Portage,Hiram ,OH,41.3126,-81.1437,"Reynard, Cassil",1933,"also, 13A, 205.1; retired farmer, now beekeeper, carpenter, maker of jigsaw puzzles and wooden toys; LONG worksheets",OH018A,attic,sug. up-attic; 'No; West Virginians use it.'
OH18B,LANCS,Female,57,White,At least some high school,Service worker,Portage,Ravenna,OH,41.1576,-81.242,"Davis, Alva L.",1951,"also, 205.2; hotel clerk, also sales work",OH018B,attic,
OH18C,LANCS,Male,53,White,At least some high school,Farmer,Portage,Streetsboro,OH,41.2392,-81.3459,"Richmond, Edson",1940,"also, 205.21",OH018C,"attic, garrets",
OH19A,LANCS,Male,82,White,At least some high school,Farmer,Van Wert,Willshire,OH,40.7487,-84.7911,"McDavid, Raven",1949,"also, 206.1",OH019A,attic,
OH19B,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,Van Wert,Venodocia,OH,40.7864,-84.4569,"McDavid, Raven",1949,"also, 206.11; incomplete record",OH019B,attic,
OH19C,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Van Wert,Pleasant (Van Wert),OH,40.868,-84.5825,"McDavid, Raven",1949,"also, 206.2; also, factory worker, insurance salesman",OH019C,"garret, trash room",
OH20A,LANCS,Male,76,White,At least some high school,Farmer,Putnam,Gilboa,OH,41.0181,-83.9219,"Cassidy, Frederic",1939,"also, 207.1",OH020A,attic,
OH20B,LANCS,Male,77,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",Putnam,Glandorf,OH,41.0289,-84.0791,"McDavid, Raven",1949,"also, 207.2; restaurant operator",OH020B,an attic,low
OH21A,LANCS,Male,79,White,Between 1 and 8 yrs.,Operative,Wyandot,Upper Sandusky,OH,40.8273,-83.2813,"McDavid, Raven",1949,"also, 208.1; steelworker",OH021A,attic,
OH21B,LANCS,Female,88,White,Unknown,Keeping house,Wyandot,Upper Sandusky,OH,40.8273,-83.2813,"Obee, Kathleen",1962,"also, 208.11",OH021B,attic,
OH21C,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,Wyandot,Upper Sandusky,OH,40.8273,-83.2813,"McDavid, Raven",1949,"also, 208.2",OH021C,attic,
OH21D,LANCS,Female,50,White,Unknown,Keeping house,Wyandot,Upper Sandusky,OH,40.8273,-83.2813,"Obee, Kathleen",1962,,OH021D,attic,
OH22A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Knox,Butler ,OH,40.2133,-82.1354,"Cassidy, Frederic",1939,"also, 214.1",OH022A,attic,
OH22B,LANCS,Male,63,White,Between 1 and 8 yrs.,Operative,Knox,Gambier,OH,40.3756,-82.3971,"Davis, Alva L.",1950,"also, 214.2; school bus driver, also post office employee",OH022B,attic,
OH23A,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,Ashland,Ashland ,OH,40.8687,-82.3182,"McDavid, Raven",1956,"also, 210A.1; Aux. inf. Wife",OH023A,"upstairs, attic",a stair steps; attic -- later
OH23B,LANCS,Male,65,White,At least some high school,Farmer,Wayne,Doylestown,OH,40.9701,-81.6965,"Richmond, Edson",1940,"also, 210.1",OH023B,"attic, s. garret",garret -- h
OH23C,LANCS,Female,79,White,At least some high school,Keeping house,Wayne,Chippewa,OH,40.9628,-81.7131,"McDavid, Raven",1956,Has done some catering,OH023C,the attic,
OH24A,LANCS,Male,76,White,Between 1 and 8 yrs.,Public servant,Holmes,Millersburg,OH,40.5545,-81.9179,"Davis, Alva L.",1950,"also, 215.1; Sheriff, also superintendant of county poor farm; Aux. inf. Wife",OH024A,"garret, attic",garret -- o.f.
OH24B,LANCS,Female,69,White,Between 1 and 8 yrs.,Clerical and sales,Holmes,Millersburg,OH,40.5545,-81.9179,"Davis, Alva L.",1950,"also, 215.2; executive assistant",OH024B,attic,
OH25,LANCS,Male,88,White,At least some high school,Clerical and sales,Tuscarawas,New Philadelphia,OH,40.4898,-81.4457,"McDavid, Raven",1953,"also, 216A.2, 14; insurance agent",OH025,"attic, attic room",
OH26A,LANCS,Male,83,White,No formal schooling,Farmer,Darke,Greenville,OH,40.1028,-84.633,"Reynard, Cassil",1933,"also, drummer; 27 days of schooling; LONG worksheets",OH026A,"attic, garret",garret -- 'in my days.' -- This.
OH26B,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Darke,Greenville,OH,40.1028,-84.633,"Reynard, Cassil",1933,"also, miller; LONG worksheets",OH026B,attic,r. same.
OH27A,LANCS,Male,85,White,Between 1 and 8 yrs.,Operative,Champaign,Urbana,OH,40.1084,-83.7524,"Davis, Alva L.",1950,"also, 212.1; telephone co. emp.; aux. inf. Wife",OH027A,attic,
OH27B,LANCS,Female,62,White,At least some high school,Keeping house,Champaign,Urbana,OH,40.1084,-83.7524,"Davis, Alva L.",1950,"also, 212.2",OH027B,attic,
OH28A,LANCS,Male,87,White,At least some high school,"Manager, official, or proprietor",Franklin,Worthington,OH,40.0931,-83.018,"Reynard, Cassil",1933,"also, 213.2; landlord of farms and house; Civil War veteran; LONG worksheets",OH028A,"garret, upstairs",
OH28B,LANCS,Male,79,White,At least some high school,Farmer,Franklin,Reynoldsburg,OH,39.9548,-83.8121,"Reynard, Cassil",1933,"also,  213.1; LONG worksheets",OH028B,garret,
OH28C,LANCS,Male,62,White,At least some college or beyond,"Manager, official, or proprietor",Franklin,Columbus,OH,39.9612,-82.9988,"McDavid, Raven",1957,"also, 213.3; dean",OH028C,"the attic, attic",
OH29A,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer ,Fairfield,Amanda,OH,39.6495,-82.7443,"Davis, Alva L.",1950,"also, 218.1",OH029A,garret,
OH29B,LANCS,Male,65,White,At least some high school,"Manager, official, or proprietor",Fairfield,Lancaster,OH,39.7137,-82.5993,"Davis, Alva L.",1950,"also, 218.2; also, merchant; bank director",OH029B,attic,
OH30A,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,Muskingham,New Concord,OH,39.9937,-81.734,"Davis, Alva K.",1950,"also, 219.1, 15a; also, county treasurer",OH030A,attic,dormitory -- finished off
OH30B,LANCS,Female,70,White,At least some high school,Keeping house,Muskingham,New Concord,OH,39.9937,-81.734,"Davis, Alva K.",1950,"also, 219.2, 15b",OH030B,"attic, store room",
OH31A,LANCS,Male,75,White,At least some high school,Farmer,Guernsey,Senecaville,OH,39.9342,-81.4623,"McDavid, Raven",1956,"also, 219A.1, 16a",OH031A,the attic,stairway
OH31B,LANCS,Male,74,White,Between 1 and 8 yrs.,Laborer,Guernsey,Greenwood,OH,39.9248,-81.4618,"McDavid, Raven",1956,"also, 219A.11, 16b; miner, also storekeeper, surveyor",OH031B,"the second floor, the attic, garret",garret -- o.h.
OH31C,LANCS,Male,71+,White,At least some high school,Farmer,Guernsey,Lore City,OH,39.9848,-81.4585,"McDavid, Raven",1956,"also, 219a2, 16c; also ex-schoolteacher",OH031C,"attic, dungeon above stairs",dungeon above stairs -- ?
OH32A,LANCS,Female,73,White,At least some high school,Farmer's wife,Preble ,Israel,OH,39.5955,-84.7524,"Davis, Alva L.",1950,"also, 220.1; aux. inf. Husband",OH032A,attic,
OH32B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Butler,Riley,OH,39.4304,-84.7524,"Richmond, Edson",1940,"also, 220.11",OH032B,attic,
OH32C,LANCS,Male,60,White,At least some college or beyond,"Manager, official, or proprietor",Preble ,Israel,OH,39.5955,-84.7524,"Davis, Alva L.",1950,"also, 220.2; banker; listed as Union Township, which was apparently absorbed into another county and is now considered part of Indiana",OH032C,NR,
OH32D,LANCS,Female,64,White,At least some college or beyond,Keeping house,Butler,Oxford,OH,39.507,-84.7452,"Richmond, Edson",1940,"also, 220.3",OH032D,attic,
OH33A,LANCS,Male,94,White,Between 1 and 8 yrs.,Farmer,Greene,Cedarville ,OH,39.7442,-83.8085,"Davis, Alva L.",1950,"also, 217.1",OH033A,attic,
OH33B,LANCS,Male,72,White,At least some high school,"Manager, official, or proprietor",Greene,Xenia,OH,39.6848,-83.9297,"Davis, Alva L.",1950,"also, 217.2; postmaster, also city auditor",OH033B,attic,
OH34A,LANCS,Male,80,White,Between 1 and 8 yrs.,Craftsman or foreman,Clinton,Wilmington,OH,39.4453,-83.8285,"McDavid, Raven",1955,"also, 217.A.1; carpenter; incomplete record",OH034A,attic,
OH34B,LANCS,Male,89,White,At least some high school,Unknown,Clinton,Wilmington,OH,39.4453,-83.8285,"McDavid, Raven",1955,"also, 217A.2",OH034B,the attic,
OH34C,LANCS,Male,67,White,At least some college or beyond,Teacher,Clinton,Union,OH,39.27,-83.4938,"McDavid, Raven",1955,"also, 217A.3; professor",OH034C,"the attic, loft, garret",loft and garret -- older
OH34D,LANCS,Male,76,White,At least some college or beyond,Teacher,Clinton,Chester,OH,39.5155,-83.9533,"McDavid, Raven",1955,"also, 217A.31; college teacher",OH034D,c. attic,stairway
OH35A,LANCS,Male,79,White,At least some college or beyond,Craftsman or foreman,Ross,Scioto,OH,39.1951,-82.5858,"Davis, Alva L.",1950,"also, 221.1; tinsmith, also mechanic, watchman",OH035A,attic,
OH35B,LANCS,Female,72,White,At least some high school,Keeping house,Ross,Scioto,OH,39.1951,-82.5858,"Davis, Alva L.",1950,"also, 221.2",OH035B,"attic, garret",attic -- now; garret -- o.f.
OH36A,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,Vinton,McArthur,OH,39.2645,-82.4785,"McDavid, Raven",1953,"also 22A.1, 18; also, former mine operator",OH036A,attic,
OH36B,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,Morgan,Malta,OH,39.392,-81.5152,"McDavid, Raven",1953,"also, 223A.1, 17; also, hog breeder, mail carrier",OH036B,"attic, garret",garret -- we called it!
OH37A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,Hamilton,Fairfield ,OH,39.1952,-84.3234,"Richmond, Edson",1940,"also, 224.1; also, caretaker",OH037A,attic,
OH37B,LANCS,Male,82,White,Between 1 and 8 yrs.,Craftsman or foreman,Hamilton,Sycamore,OH,39.1248,39.1248,"McDavid, Raven",1955,"also, 224.11; carpenter, also, railroad worker",OH037B,c. the attic,
OH37C,LANCS,Female,86,White,Between 1 and 8 yrs.,Unknown,Hamilton,Sycamore,OH,39.1248,39.1248,"McDavid, Raven",1955,"also, 224.12; incomplete record",OH037C,an attic,never used
OH37D,LANCS,Female,65,White,Between 1 and 8 yrs.,Keeping house,Hamilton,Westwood,OH,39.1424,-84.5923,"McDavid, Raven",1955,"also, 224.2",OH037D,the attic,
OH37E,LANCS,Female,65,White,At least some high school,Clerical and sales,Hamilton,Cincinnati,OH,39.1031,-84.512,"McDavid, Raven",1955,"also, 224.21; librarian",OH037E,the attic,"stairs, stairway"
OH37F,LANCS,Male,68,White,At least some college or beyond,"Manager, official, or proprietor",Hamilton,Cincinnati,OH,39.1031,-84.512,"Davis, Alva L.",1950,"also, 224.3; publisher and editor of law journal and historical quarterly",OH037F,"attic, store room",
OH37G,LANCS,Female,48,White,At least some college or beyond,Teacher,Hamilton,Sycamore,OH,39.2067,-84.3797,"McDavid, Raven",1956,"also, 224.31; professor",OH037G,attic,
OH38A,LANCS,Male,89,White,Between 1 and 8 yrs.,Craftsman or foreman,Clermont,Tate,OH,38.9421,-84.0802,"McDavid, Raven",1954,"also, 224A.1; railroad section foreman",OH038A,"c. upstairs, the attic",
OH38B,LANCS,Male,83,White,At least some high school,"Manager, official, or proprietor",Clermont,Monroe,OH,38.9375,-84.1963,"McDavid, Raven",1954,"also, 224A.2; box manufacturer",OH038B,attic,ine one or 2 story
OH39A,LANCS,Male,76,White,At least some high school,Farmer,Adams,Tiffin,OH,38.4759,-83.3141,"Cassidy, Frederic",1939,"also, 225.1",OH039A,attic,*wife also loft - in older homes - reached by a ladder.
OH39B,LANCS,Male,67,White,At least some high school,Craftsman or foreman,Adams,Tiffin,OH,38.4759,-83.3141,"Davis, Alva L.",1950,"also, 225.2; miller, also oil business",OH039B,attic,
RI11,LANE,Female,48,White,Unknown,Teacher,North Kingstown,Washington,RI,41.5806,-71.4539,"Harris, Rachel Sargent",1931-33,,RI011,"attic, garret",
RI17,LANE,Female,66,White,At least some high school,Keeping house,Narrangansett (Point Judith),Washington,RI,41.361,-71.4814,"Harris, Rachel Sargent",1931-33,,RI017,"attic, garret, sky parlor",*sky parlor! - heard it used
